ID,Name,Stoichiometry,Enzyme,Rate law,Rate parameters,Type
Transcription_TU_205,Transcription (MG_302),390 ATP + 145 CTP + 120 GTP + 299 UTP + 1 H2O -> 1 TU_205 + 954 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_205*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_205 = 0.005798,transcription
Transcription_TU_206,Transcription (MG_303),345 ATP + 162 CTP + 151 GTP + 416 UTP + 1 H2O -> 1 TU_206 + 1074 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_206*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_206 = 0.001122,transcription
Transcription_TU_207,Transcription (MG_304),270 ATP + 129 CTP + 125 GTP + 289 UTP + 1 H2O -> 1 TU_207 + 813 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_207*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_207 = 0.012857,transcription
Transcription_TU_208,Transcription (MG_305),496 ATP + 375 CTP + 285 GTP + 632 UTP + 1 H2O -> 1 TU_208 + 1788 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_208*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_208 = 0.004835,transcription
Transcription_TU_209,Transcription (MG_306),468 ATP + 204 CTP + 164 GTP + 346 UTP + 1 H2O -> 1 TU_209 + 1182 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_209*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_209 = 0.002632,transcription
Transcription_TU_210,Transcription (MG_307),1061 ATP + 530 CTP + 573 GTP + 1370 UTP + 1 H2O -> 1 TU_210 + 3534 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_210*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_210 = 0.002632,transcription
Transcription_TU_211,Transcription (MG_308 - MG_309),1561 ATP + 719 CTP + 757 GTP + 1880 UTP + 1 H2O -> 1 TU_211 + 4917 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_211*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_211 = 0.003466,transcription
Transcription_TU_212,Transcription (MG_310),271 ATP + 125 CTP + 128 GTP + 283 UTP + 1 H2O -> 1 TU_212 + 807 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_212*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_212 = 0.002632,transcription
Transcription_TU_213,Transcription (MG_311),186 ATP + 105 CTP + 99 GTP + 228 UTP + 1 H2O -> 1 TU_213 + 618 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_213*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_213 = 0.002632,transcription
Transcription_TU_214,Transcription (MG_312),1007 ATP + 525 CTP + 579 GTP + 1309 UTP + 1 H2O -> 1 TU_214 + 3420 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_214*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_214 = 0.002632,transcription
Transcription_TU_215,Transcription (MG_313 - MG_315),1162 ATP + 492 CTP + 449 GTP + 1054 UTP + 1 H2O -> 1 TU_215 + 3157 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_215*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_215 = 0.003302,transcription
Transcription_TU_216,Transcription (MG_316),476 ATP + 150 CTP + 155 GTP + 329 UTP + 1 H2O -> 1 TU_216 + 1110 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_216*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_216 = 0.002632,transcription
Transcription_TU_217,Transcription (MG_317 - MG_318),724 ATP + 378 CTP + 571 GTP + 984 UTP + 1 H2O -> 1 TU_217 + 2657 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_217*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_217 = 0.002632,transcription
Transcription_TU_218,Transcription (MG_319),188 ATP + 93 CTP + 84 GTP + 172 UTP + 1 H2O -> 1 TU_218 + 537 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_218*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_218 = 0.002632,transcription
Transcription_TU_219,Transcription (MG_320),329 ATP + 150 CTP + 127 GTP + 255 UTP + 1 H2O -> 1 TU_219 + 861 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_219*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_219 = 0.002632,transcription
Transcription_MG506,Transcription (MG506),20 ATP + 27 CTP + 19 GTP + 25 UTP + 1 H2O -> 1 MG506 + 91 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG506*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG506 = 0.000278,transcription
Transcription_MG507,Transcription (MG507),19 ATP + 26 CTP + 23 GTP + 21 UTP + 1 H2O -> 1 MG507 + 89 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG507*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG507 = 0.000278,transcription
Transcription_TU_222,Transcription (MG_321),847 ATP + 499 CTP + 495 GTP + 964 UTP + 1 H2O -> 1 TU_222 + 2805 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_222*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_222 = 0.002632,transcription
Transcription_MG508,Transcription (MG508),21 ATP + 27 CTP + 19 GTP + 18 UTP + 1 H2O -> 1 MG508 + 85 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG508*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG508 = 0.000278,transcription
Transcription_MG509,Transcription (MG509),22 ATP + 18 CTP + 18 GTP + 18 UTP + 1 H2O -> 1 MG509 + 76 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG509*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG509 = 0.000278,transcription
Transcription_MG510,Transcription (MG510),21 ATP + 18 CTP + 16 GTP + 21 UTP + 1 H2O -> 1 MG510 + 76 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG510*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG510 = 0.000278,transcription
Transcription_MG511,Transcription (MG511),17 ATP + 21 CTP + 20 GTP + 18 UTP + 1 H2O -> 1 MG511 + 76 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG511*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG511 = 0.000278,transcription
Transcription_MG512,Transcription (MG512),17 ATP + 19 CTP + 19 GTP + 20 UTP + 1 H2O -> 1 MG512 + 75 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG512*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG512 = 0.000278,transcription
Transcription_MG513,Transcription (MG513),17 ATP + 20 CTP + 23 GTP + 17 UTP + 1 H2O -> 1 MG513 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG513*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG513 = 0.000278,transcription
Transcription_MG514,Transcription (MG514),16 ATP + 23 CTP + 22 GTP + 14 UTP + 1 H2O -> 1 MG514 + 75 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG514*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG514 = 0.000278,transcription
Transcription_TU_224,Transcription (MG_322),618 ATP + 303 CTP + 251 GTP + 505 UTP + 1 H2O -> 1 TU_224 + 1677 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_224*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_224 = 0.014462,transcription
Transcription_TU_225,Transcription (MG_323),208 ATP + 125 CTP + 101 GTP + 250 UTP + 1 H2O -> 1 TU_225 + 684 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_225*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_225 = 0.004005,transcription
Transcription_MG_0003,"Transcription (Rnase P RNA, MCS5, M1 RNA)",106 ATP + 82 CTP + 53 GTP + 137 UTP + 1 H2O -> 1 MG_0003 + 378 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG_0003*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG_0003 = 0.000031,transcription
Transcription_MG_0004,"Transcription (transfer-messenger RNA, tmRNA, MCS6, 10Sa RNA)",124 ATP + 65 CTP + 79 GTP + 120 UTP + 1 H2O -> 1 MG_0004 + 388 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG_0004*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG_0004 = 0.000151,transcription
Transcription_TU_228,"Transcription (MG_324, MG_325, MG_515)",699 ATP + 343 CTP + 278 GTP + 660 UTP + 1 H2O -> 1 TU_228 + 1980 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_228*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_228 = 0.002862,transcription
Transcription_TU_229,Transcription (MG_326),304 ATP + 154 CTP + 116 GTP + 314 UTP + 1 H2O -> 1 TU_229 + 888 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_229*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_229 = 0.002632,transcription
Transcription_TU_230,Transcription (MG_327),277 ATP + 127 CTP + 114 GTP + 289 UTP + 1 H2O -> 1 TU_230 + 807 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_230*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_230 = 0.002632,transcription
Transcription_TU_231,Transcription (MG_328),620 ATP + 362 CTP + 302 GTP + 987 UTP + 1 H2O -> 1 TU_231 + 2271 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_231*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_231 = 0.002632,transcription
Transcription_TU_232,Transcription (MG_329),429 ATP + 222 CTP + 207 GTP + 489 UTP + 1 H2O -> 1 TU_232 + 1347 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_232*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_232 = 0.002632,transcription
Transcription_TU_233,Transcription (MG_330 - MG_333),862 ATP + 420 CTP + 340 GTP + 986 UTP + 1 H2O -> 1 TU_233 + 2608 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_233*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_233 = 0.002766,transcription
Transcription_TU_234,Transcription (MG_334),835 ATP + 362 CTP + 358 GTP + 959 UTP + 1 H2O -> 1 TU_234 + 2514 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_234*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_234 = 0.005273,transcription
Transcription_TU_235,Transcription (MG_335),206 ATP + 95 CTP + 62 GTP + 213 UTP + 1 H2O -> 1 TU_235 + 576 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_235*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_235 = 0.003632,transcription
Transcription_TU_236,Transcription (MG_516),68 ATP + 36 CTP + 34 GTP + 84 UTP + 1 H2O -> 1 TU_236 + 222 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_236*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_236 = 0.002632,transcription
Transcription_TU_237,Transcription (MG_517),381 ATP + 141 CTP + 116 GTP + 388 UTP + 1 H2O -> 1 TU_237 + 1026 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_237*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_237 = 0.002632,transcription
Transcription_TU_238,Transcription (MG_336),415 ATP + 154 CTP + 176 GTP + 482 UTP + 1 H2O -> 1 TU_238 + 1227 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_238*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_238 = 0.002243,transcription
Transcription_TU_239,Transcription (MG_337),139 ATP + 56 CTP + 41 GTP + 181 UTP + 1 H2O -> 1 TU_239 + 417 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_239*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_239 = 0.002632,transcription
Transcription_TU_240,Transcription (MG_338),1223 ATP + 563 CTP + 558 GTP + 1469 UTP + 1 H2O -> 1 TU_240 + 3813 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_240*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_240 = 0.002632,transcription
Transcription_TU_241,Transcription (MG_339),303 ATP + 173 CTP + 123 GTP + 355 UTP + 1 H2O -> 1 TU_241 + 954 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_241*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_241 = 0.002772,transcription
Transcription_TU_242,Transcription (MG_340 - MG_341),2479 ATP + 1546 CTP + 1242 GTP + 2794 UTP + 1 H2O -> 1 TU_242 + 8061 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_242*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_242 = 0.003206,transcription
Transcription_TU_243,Transcription (MG_342),178 ATP + 83 CTP + 68 GTP + 178 UTP + 1 H2O -> 1 TU_243 + 507 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_243*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_243 = 0.004465,transcription
Transcription_TU_244,Transcription (MG_343),373 ATP + 133 CTP + 127 GTP + 408 UTP + 1 H2O -> 1 TU_244 + 1041 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_244*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_244 = 0.002632,transcription
Transcription_TU_245,Transcription (MG_344),282 ATP + 117 CTP + 111 GTP + 312 UTP + 1 H2O -> 1 TU_245 + 822 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_245*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_245 = 0.002632,transcription
Transcription_TU_246,Transcription (MG_345),907 ATP + 383 CTP + 348 GTP + 1050 UTP + 1 H2O -> 1 TU_246 + 2688 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_246*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_246 = 0.005798,transcription
Transcription_TU_247,Transcription (MG_346 - MG_347),381 ATP + 153 CTP + 149 GTP + 441 UTP + 1 H2O -> 1 TU_247 + 1124 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_247*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_247 = 0.002592,transcription
Transcription_MG518,Transcription (MG518),20 ATP + 22 CTP + 19 GTP + 15 UTP + 1 H2O -> 1 MG518 + 76 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG518*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG518 = 0.000278,transcription
Transcription_TU_249,Transcription (MG_348),302 ATP + 184 CTP + 157 GTP + 326 UTP + 1 H2O -> 1 TU_249 + 969 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_249*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_249 = 0.002632,transcription
Transcription_MG519,Transcription (MG519),22 ATP + 29 CTP + 18 GTP + 19 UTP + 1 H2O -> 1 MG519 + 88 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG519*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG519 = 0.000278,transcription
Transcription_TU_251,Transcription (MG_349 - MG_350),710 ATP + 314 CTP + 268 GTP + 858 UTP + 1 H2O -> 1 TU_251 + 2150 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_251*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_251 = 0.002632,transcription
